"","id","identification","molecule","forme","couleur","pourcentage","coupe","presencecoupe","paracetamol","X6MAM","noscapine","cafeine","levamisole","phenacetine","hydroxyzine","lidocaine","procaine","papaverine","dextrometorphane","morphine","comprime","date","topic_id","date_rendu","provenance","molecule_correct","molecule_simp","famille"
"759",3194,"PSY24825","stimulant","","blanc ","0","DMBDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-07,0,1726836542,"Boutique en ligne","stimulant","Problème",NA
"760",1741,"PSYCHO23640","3-MMC","Poudre","blanc","42","DMBDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-27,0,1746017343,"Réseaux sociaux en ligne","3-MMC","3-MMC","Cathinones"
"761",392,"PSY254340","3-MMC","comprimé","rose et gris","0","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-05,0,1745520542,"Boutique en ligne","3-MMC","3-MMC","Cathinones"
"762",2856,"PSY253348","MDMA","Buvard / Micropointe","Blanc/gris","NQ","MDMA 78,8% base
Nos résultats sont rendus avec une incertitude de +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-21,0,1708696142,"Livreur","MDMA","MDMA","MDMA"
"763",2734,"RDRAD241702","3-MMC","Poudre","vert marron","NQ","2-MMC non quantifiée 
Nos résultats sont rendus avec une incertitude de +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-23,0,1715798942,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"764",2267,"PSY242566","3-CMC","Poudre","Ambre, blanc","0","2-MMC non quantifiée 
Nos résultats sont rendus avec une incertitude de +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-31,0,1731412142,"Dealer en soirée","3-CMC","3-CMC","Cathinones"
"765",396,"PSY242396","MDMA","Poudre","blanche","23","MDMA 31% base
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-07,0,1734097741,"Boutique en ligne","MDMA","MDMA","MDMA"
"766",2770,"PSY243108","Cocaïne","Poudre","Blanc ","89","Cocaïne 89,4% base soit 100,1% équivalent chlorhydrate
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-24,0,1736279342,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"767",637,"RDRAD254030","Kétamine","Poudre","blanc","92","Kétamine 88% base soit 101,5% équivalent chlorhydrate
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-25,0,1727117342,"Dealer en soirée","Kétamine","Kétamine","Kétamine"
"768",2539,"PSY253856","Cocaïne","Poudre","Brune (je crois, je suis daltonien)","78","Cocaïne 82,3% base soit 92,2% équivalent chlorhydrate 
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-18,0,1710200942,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"769",1244,"PSY23506","ALPHA-PHP","Poudre","","37","ALPHA-PHP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-14,0,1712321342,"","ALPHA-PHP","ALPHA-PHP",NA
"770",2728,"PSY242386","ALPHA-PHP","Poudre","blanche","0","ALPHA-PHP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-11,0,1721213342,"Boutique en ligne","ALPHA-PHP","ALPHA-PHP",NA
"771",1453,"PSY242893","ALPHA-PIHP","Poudre","Blanche","0","ALPHA-PIHP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-30,0,1703893742,"Boutique en ligne","Alpha-PiHP","Alpha-PiHP","Cathinones"
"772",716,"PSY241144","4-MMC","Poudre","Blanc cassé","82","4-CMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-11,0,1748976542,"Réseaux sociaux en ligne","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"773",2699,"PSY242729","Cocaïne","comprimé","Buvard Pacman",NA,"Cocaïne 65.8% équivalent base soit 73.7% éq chlorhydrate

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-02,0,1736365742,"","Cocaïne","Cocaïne","Cocaïne"
"774",1129,"PSYCHO253986","Speed (amphétamine)","Poudre","blanc","0","Amphétamine : 95% équivalent sulfate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-10,0,1731613742,"Livreur","Speed (amphétamine)","Speed","Speed"
"775",2420,"PSYCHO241013","Héroïne","comprimé","Blanc jaunâtre ","THC 20%, CBC <1%","Il a été identifié et quantifié par HPLC-DAD de l'héroïne 28.1%, du paracétamol 35.3%, de la caféine 18.6% et les alcaloides 6MAM, Noscapine et Papavérine respectivement à hauteur de 3%, 11.8% et <1%.
Notre marge d'incertitude est de +/- 10%.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-26,0,1708645742,"Revendeur occasionnel","Héroïne","Héroïne","Héroïne"
"776",796,"PSY241580","Héroïne","Poudre","blanc","82","Paracétamol 24%
Caféine 9%
ADB-BUTINACA (ATTENTION CANNABINOIDE DE SYNTHESE (CS) EXTREMEMENT DANGEREUX) 
Présence de 2 autres CS à confirmer 

marge incertitude : +/- 10%",1,45,0,0,11,0,0,0,0,0,0,0,0,0,2024-06-18,0,1744800541,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"777",2053,"PSY241321","Héroïne","Cristal","Blanche","32","Héroïne 48.4%
Noscapine 36.6%
Papavérine 2.8%

Marge incertitude : +/- 10%",1,48,0,0,12,0,0,0,0,0,0,0,0,203,2024-09-26,0,1705672141,"Livreur","Héroïne","Héroïne","Héroïne"
"778",1449,"PSY23364","Héroïne","Herbe","Beige/Blanc","32","Héroïne 82,2%.
Ces teneurs sont particulièrement élevées par rapport à celles observées récemment sur le marché accessibles aux personnes faisant usage de drogues résidant en France:

-Source OFDT: 20% en moyenne en 2022, toutes héroïnes confondues .

-Source ATPidf : en 2023, ATPidf a analysé 214 échantillons dhéroïne en IDF. Au cours de lannée les taux dHéroïne ont grandement varié avec une moyenne dHéroïne en mars/avril de 35% pour 15% dHéroïne en fin dannée 2023 
(Ces valeurs sont indicatives car le nombre danalyses utilisé pour calculer ces moyennes est faible, inf. à 100)
De plus, nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,22,0,0,0,0,0,0,0,0,0,2023-05-25,0,1712616541,"Livreur","Héroïne","Héroïne","Héroïne"
"779",1599,"PSY23662","Héroïne","","Blanc","85","Héroïne 15%
Caféine 24% 
Paracétamol 43%
Noscapine 17%
Papavérine 2%",1,58,0,0,6,0,0,0,0,0,0,0,0,0,2025-05-19,0,1718016541,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"780",1944,"PSY23725","Héroïne","","Vert","78","Nous n'avons pas détecté d'héroïne, par contre nous avons identifié de la MDMA à 94.3% équivalent chlorhydrate avec une marge d'incertitude de 10%.",1,45,0,0,16,0,0,0,0,0,0,0,0,0,2024-10-14,0,1748544542,"Dealer en soirée","Héroïne","Héroïne","Héroïne"
"781",1202,"PSY253763","Héroïne","Résine","blanc","0","Héroïne : 57%
Paracétamol : 2%
6-MAM : 1%
Noscapine : 32%",1,35,0,0,28,0,0,0,0,0,0,0,0,0,2024-11-08,0,1746010143,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"782",395,"PSY242805","3-MMC","Poudre","marron clair","70","3-MMC 81.9% équivalent base soit 98.7% éq. chlorhydrate

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14,0,1735242542,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"783",1548,"PSY24946","MDMA","Cristal","Marron","91","MDMA 28.9% équivalent base soit 34.4% équivalent chlorhydrate 

Marge incertitude : +/- 10%

attention, sans comprimé entier nous ne pouvons vous donner de quantification totale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-26,0,1731613742,"Deep web / dark web","MDMA","MDMA","MDMA"
"784",549,"RDRAD242084","3-CMC","Poudre","Vert","NQ","3-cmc 64.9% éq. chlorhydrate 
+ iso-3-CMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-30,0,1708386541,"Dealer de rue (four)","3-CMC","3-CMC","Cathinones"
"785",2946,"RDRAD254029","Cocaïne","","blanc","64","Cocaïne 67.5% équivalent base soit 75.6% éq. chlorhydrate

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-09,0,1724762942,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"786",2733,"PSY241764","LSD","","blanche brillante","0","LSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-04,0,1712774942,"Deep web / dark web","LSD","LSD","Hallucinogènes"
"787",453,"PSY253854","3-MMC","Poudre","marron","0","3-MMC 75.04% équivalent base soit 90.5% éq. chlorhydrate 

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-03,0,1737056942,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"788",2027,"PSY242395","MDMA","Cristal","Bleu","72","MDMA 34.5% équivalent base soit 41.0% éq. chlorhydrate
Soit 243.1 mg de MDMA dans un cp de 593 mg

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-31,0,1744656543,"Deep web / dark web","MDMA","MDMA","MDMA"
"789",2670,"PSY23300","MDMA","Poudre","Gris","NQ","MDMA 34.6% équivalent base soit 41.1% éq. chlorhydrate
Soit 243.7 mg de MDMA dans un cp de 593 mg

incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-04,0,1748544542,"Deep web / dark web","MDMA","MDMA","MDMA"
"790",474,"PSY241663","Héroïne","comprimé","blanc un peu transparent","32","Héroïne 5%
Paracétamol 45%
6MAM 11%
Caféine 24%
Noscapine 8%
Papavérine 1%
",1,0,0,0,10,0,0,0,0,0,0,0,0,0,2025-04-22,0,1720003742,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"791",2001,"PSY242291","Héroïne","Cristal","blanc casse","0","Héroïne 2%
Paracétamol 56%
Caféine 30%
6MAM 2%
Noscapine 3%
Papavérine 1%",1,0,0,0,21,0,0,0,0,0,0,0,0,0,2024-02-10,79459,1720003741,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"792",474,"PSY253637","Héroïne","Poudre","transparent","3-CMC 73% éq chlorhydrate","Ci joint l'ensemble des éléments identifiés et leur quantification en équivalent base
Nos résultats sont donnés avec une incertitude de +/-10% sur la valeur chiffrée
Héroïne 9,5
6monoacetylmorphine 2,2
Noscapine 19,4
Papavérine 1,3
Paracétamol 41,7
Caféine 21,5",0,22,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-22,0,1748976542,"Réseaux sociaux en ligne","Héroïne","Héroïne","Héroïne"
"793",166,"PSY23374","MDMA","Poudre","beige foncé","75","ATTENTION : votre enveloppe n'était pas fermée. Merci de réaliser les envois avec la plus grande des rigueurs. Votre échantillon aurait pu être perdu et/ou pris par les services qui transfèrent le courrier. 

MDMA 31.5% équivalent base soit 37.4% éq. chlorhydrate
ATTENTION : pas de masse totale, pas de quantification totale possible

incertitude : +/- 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-05,0,1732650541,"Dealer en soirée","MDMA","MDMA","MDMA"
"794",1710,"PSY23203","3-MMC","Poudre","Multicolore dominante violet/rose","","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-03-16,0,1716835741,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"795",2420,"PSY242327","MDMA","Poudre","","","MDMA 85,9% équivalent base soit 102% équivalent chlorhydrate
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-20,0,1724971743,"Réseaux sociaux en ligne","MDMA","MDMA","MDMA"
"796",427,"PSY254313","3-MMC","Cristal","","0","2-MMC + 3-MMC non quantifiés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-10,0,1732650542,"Réseaux sociaux en ligne","3-MMC","3-MMC","Cathinones"
"797",1974,"PSY241375","MDMA","Poudre","blanc","Tramadol","MDMA 87,06% base soit 103,5% équivalent chlorhydrate
Nos résultats sont rendus avec une incertitude de +/- 10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-01,0,1712688542,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"798",1677,"PSY243019","2C-B","Herbe","blanc","","2C-B 68% équivalent base 
Nos résultats sont rendus avec une incertitude de +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03,0,1710978541,"Deep web / dark web","2C-B","2C-B","Hallucinogènes"
"799",243,"PSY23267","Kétamine","Poudre","orange","77","Kétamine 107,8% équivalent chlorhydrate.
Nos résultats sont rendus avec une incertitude de +/- 10%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-10,0,1735256942,"","Kétamine","Kétamine","Kétamine"
"800",876,"PSY243008","Cocaïne","comprimé","Blanc","31","Cocaïne chlorhydrate 98,7%.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-02,0,1739476142,"Réseaux sociaux en ligne","Cocaïne","Cocaïne","Cocaïne"
"801",2639,"PSY24863","Cannabis / Herbe","Poudre","","0","Nous supposons une interversion involontaire entre vos échantillons.
Celui-ci est désigné comme étant du cannabis mais nous avons reçu une poudre blanche qui était en réalité de la cocaïne chlorhydrate à 98,4% (forme sel).
Veuillez prendre en compte que nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-01,0,1744980541,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"802",1922,"PSY243234","Cocaïne","Herbe","Blanc","5","Cocaïne non quantifiable (masse de l'échantillon trop faible). ",0,0,0,0,0,0,0,0,0,0,0,0,0,14,2024-10-30,0,1719341341,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"803",2084,"PSY242518","MDMA","Poudre","noir rougeatre","","MDMA 19,4% base soit 23% équivalent chlorhydrate pour un comprimé de 130 mg.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-24,0,1739792942,"Livreur","MDMA","MDMA","MDMA"
"804",424,"PSY23463","Speed (amphétamine)","Herbe","","0","Amphétamine 27% base
Caféine 60% ",0,0,0,0,60,0,0,0,0,0,0,0,0,226,2025-04-06,0,1748976542,"Dealer en soirée","Speed (amphétamine)","Speed","Speed"
"805",645,"PSY242540","3-MMC","Poudre","Blanc","88","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-20,0,1707868142,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"806",1144,"RDRAD243151","3-CMC","Résine","","32","L'échantillon est composé de 3-CMC. 
En raison de la quantité trop infime recueillie nous ne pouvons cependant pas la quantifier.
 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-02,0,1695422942,"Réseaux sociaux en ligne","3-CMC","3-CMC","Cathinones"
"807",1740,"PSY253797","Cocaïne","Poudre","Blanche","89","Cocaïne 75,1% chlorhydrate (sel).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-28,0,1748544542,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"808",1748,"PSY242291","2FDCK","Poudre","","69","2-FDCK",0,0,0,0,0,0,0,0,0,0,0,0,0,194,2024-02-05,0,1702338542,"","2FDCK","Kétamine","Kétamine"
"809",2135,"PSY241925","Cocaïne","","blanc","80","Cocaïne 93,3% chlorhydrate (forme sel).
Nos résultats sont rendus avec une incertitude de +/- 10% sur la mesure. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-24,0,1723114142,"","Cocaïne","Cocaïne","Cocaïne"
"810",1029,"RDRAD241907","Cocaïne","Buvard / Micropointe","Marron clair","89","Cocaïne 80,7% chlorhydrate (sel)
+ Procaïne.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-15,0,1729709342,"Don entre partenaire de conso","Cocaïne","Cocaïne","Cocaïne"
"811",1623,"PSY241294","Cocaïne","Poudre","blanche","87","Cocaïne 97,8% équivalent chlorhydrate (sel).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16,0,1729882142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"812",1871,"PSY242121","Cocaïne","Poudre","Blanc ","","Cocaïne 97,4% chlorhydrate (forme sel).
Nos résultats sont rendus avec une incertitude de +/- 10%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-11,0,1722343742,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"813",562,"RDRAD254346","Cocaïne","comprimé","marron foncé","LSD","Cocaïne 88,4% chlorhydrate (forme sel).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-19,0,1729687741,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"814",272,"PSY242648","3-MMC","Poudre","blanc","34","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-12,0,1739908142,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"815",224,"PSY23385","Cocaïne","Poudre","Blanc","36","Cocaïne 82,2% chlorhydrate. 
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-14,0,1706622541,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"816",453,"RDRAD241289","MDMA","comprimé","beige","33","MDMA non quantifiée en raison de la quantité trop faible de produit transmise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-20,0,1723114142,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"817",1425,"PSY241928","MDMA","","blanche","NQ","MDMA non quantifiée en raison de la quantité trop faible de produit transmise.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-24,0,1720032553,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"818",3212,"PSY253521","Kétamine","Herbe","","77","Kétamine 96,6% équivalent chlorhydrate.
Nos résultats sont rendus avec une incertitude de +/- 10%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-31,0,1728413342,"Revendeur occasionnel","Kétamine","Kétamine","Kétamine"
"819",2261,"PSY241391","2FMA","Poudre","blanche","18","2-FMA ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-15,0,1744656542,"Deep web / dark web","2FMA","2FMA","Amphétamines"
"820",1755,"PSY242749","3-CMC","Poudre","multicolor","84","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-06,0,1737488942,"Dealer en soirée","3-CMC","3-CMC","Cathinones"
"821",3133,"PSYCHO253509","Cocaïne","comprimé","","84","Cocaïne 69,7% base soit 78,1% équivalent chlorhydrate (sel) 
+ Lévamisole 12% 
Nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,0,12,0,0,0,0,0,0,0,157,2024-06-24,0,1747162143,"","Cocaïne","Cocaïne","Cocaïne"
"822",1461,"RDRAD242238","Cocaïne","Poudre","blanc","81","Cocaïne 83,9% base soit 94% équivalent chlorhydrate (sel). 
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-24,0,1705067341,"Revendeur occasionnel","Cocaïne","Cocaïne","Cocaïne"
"823",2284,"PSY253834","Kétamine","Poudre","Blanc","82","Kétamine 95,9% base + NEP (traces)
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-21,0,1693522141,"Dealer de rue (four)","Kétamine","Kétamine","Kétamine"
"824",3052,"RDRAD243192","MDMA","","","93","MDMA 9,5% base soit 11,3% équivalent chlorhydrate.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-08,0,1708696142,"","MDMA","MDMA","MDMA"
"825",2982,"PSY24807","3-MMC","Poudre","blanc","0","DMBDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-30,76805,1706017741,"Dealer de rue (four)","3-MMC","3-MMC","Cathinones"
"826",1137,"PSY254053","Clonazepam","Poudre","bleu/blanc/mauve","85","Clonazépam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-26,0,1733860142,"Réseaux sociaux en ligne","Clonazepam","Clonazepam","Benzodiazépines_et_similaires"
"827",389,"RDRAD254225","MDMA","Poudre","marron/gris","25","MDMA 43,9% chlorhydrate (sel) soit 293 mg de principe actif pour un comprimé de 667,4 mg.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-19,0,1743706142,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"828",942,"PSY23584","Cocaïne","gelule","blanche avec un aspect un peu rosé (plutôt visible) quand on observe 1g entier ","5","Analyse SINTES en cours   11043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-29,0,1692967742,"Don entre partenaire de conso","Cocaïne","Cocaïne","Cocaïne"
"829",258,"PSY241692","Cannabis / Herbe","comprimé","","60","Laboratoire Checklabs, CMSEA Centre des Wads.
Analysé par HPLC.
Composés retrouvés habituellement dans ce type de produit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-23,0,1721242142,"Boutique en ligne","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"830",1310,"PSY242491","3-MMC","Poudre","Blanc","38","2-MMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-21,0,1729190942,"Livreur","3-MMC","3-MMC","Cathinones"
"831",605,"PSYCHO253509","MDMA","Buvard / Micropointe","blanc","75","MDMA 100,4% sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-06,0,1739792942,"Livreur","MDMA","MDMA","MDMA"
"832",3172,"PSY243165","Cocaïne","","MDMA poudre blanche/beige","83,46","Cocaïne chlorhydrate 86% (sel).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-22,0,1742932141,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"833",2520,"PSY243122","Cocaïne","Cristal","Marron clair","83","Cocaïne 83,5% chlorhydrate (sel)
Kétamine 8,8% sel
Nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-06,0,1748544542,"Boutique en ligne","Cocaïne","Cocaïne","Cocaïne"
"834",2712,"PSY253459","Cocaïne","comprimé","blanc","NQ","Cocaïne, Kétamine.
Quantité fournie insuffisante pour réaliser la quantification. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-06,0,1748976542,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"835",1483,"PSY241617","Héroïne","Cristal","blanc","NQ","voici la liste des élément identifiés et leur quantification en équivalent base
Nos résultats sont donnés avec une incertitude de +/-10% sur la valeur chiffrée

héroïne 14,5
6mono-acetyl morphine 5,8
Noscapine 13,2
papavérine 1,3
Paracétamol 35,8
Caféine 22,5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-14,0,1742564941,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"836",1806,"RDRAD242944","Cocaïne","Poudre","blanche","CBD 8%","Cocaïne 86.7% éq base soit 97.1% éq chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-16,0,1737553742,"Don entre partenaire de conso","Cocaïne","Cocaïne","Cocaïne"
"837",1597,"PSY242386","3-MMC","Poudre","vert","84","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-08,0,1727866142,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"838",378,"PSY242011","4-MMC","Poudre","blanc","34","4-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-06-19,0,1692967741,"","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"839",791,"RDRAD254197","MDMA","Cristal","blanc","83","MDMA 45.6% éq base soit 54.2% éq chlorhydrate soit 210 mg de MDMA ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-02,0,1737488941,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"840",3011,"PSY253636","LSD","Poudre","blanc","MDMA 36% base","LSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03,79638,1745520542,"Réseaux sociaux en ligne","LSD","LSD","Hallucinogènes"
"841",2513,"PSY24991","MDMA","Poudre","Blanc","0","MDMA 80% éq base soit 95.1% éq chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-26,0,1725360542,"Don entre partenaire de conso","MDMA","MDMA","MDMA"
"842",1436,"PSYCHO23331","3-MMC","Poudre","marron","90","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-24,0,1688683741,"Dealer de rue (four)","3-MMC","3-MMC","Cathinones"
"843",708,"PSY253892","Cocaïne","Poudre","Blanche","77","Cocaïne 83.5% éq base soit 93.5% éq chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-03,0,1687178942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"844",2423,"RDRAD241254","2-MMC","Herbe","Jaune","78","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-06,0,1747162142,"Dealer de rue (four)","2-MMC","2-MMC","Cathinones"
"845",1198,"PSY241619","2-MMC","Poudre","rose/orange","36","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-30,0,1730807342,"Deep web / dark web","2-MMC","2-MMC","Cathinones"
"846",2317,"PSY242034","3-mma","Poudre","Blanche","2-MMC (non quantifié)","3-mma",0,0,0,0,0,0,0,0,0,0,0,0,0,12,2024-07-11,0,1748947743,"Dealer de rue (four)","3-MMA","3-MMA","Amphétamines"
"847",2877,"PSY23309","Speed (amphétamine)","Cristal","gris","35","Amphétamine 15.8% base et caféine 70.26% 

Marge incertitude : +/- 10%",0,0,0,0,71,0,0,0,0,0,0,0,0,0,2024-04-10,0,1701820142,"Réseaux sociaux en ligne","Speed (amphétamine)","Speed","Speed"
"848",1530,"PSY23309","Speed (amphétamine)","","blanche","35","Amphétamine 30% base
Caféine 45% ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-07,0,1712270942,"Deep web / dark web","Speed (amphétamine)","Speed","Speed"
"849",782,"PSY254355","Cocaïne","Poudre","blanc","83","Cocaïne 80.5% éq base soit 90.2% éq chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-22,0,1720010942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"850",9,"PSY242675","Cocaïne","Poudre","cristal qui devient poudre blanche","84","Cocaïne 77.3% éq base soit 86.6% éq chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-27,0,1735069742,"","Cocaïne","Cocaïne","Cocaïne"
